	chr9:92710961-92711110	chr9:92711111-92711260	chr9:92711261-92711410	chr9:92711411-92711560	chr9:92711561-92711710	chr9:92711711-92711860	chr9:92711861-92712010	chr9:92712011-92712160	chr9:92712161-92712310	chr9:92712311-92712460	chr9:92712461-92712610	chr9:92712611-92712760	chr9:92712761-92712910	chr9:92712911-92713060	chr9:92713061-92713210	chr9:92713211-92713360	chr9:92713361-92713510	chr9:92713511-92713660	chr9:92713661-92713810	chr9:92713811-92713960	chr9:92713961-92714110	chr9:92714111-92714260	chr9:92714261-92714410	chr9:92714411-92714560	chr9:92714561-92714710	chr9:92714711-92714860	chr9:92714861-92715010	chr9:92715011-92715160	chr9:92715161-92715310	chr9:92715311-92715460	chr9:92715461-92715610	chr9:92715611-92715760	chr9:92715761-92715910	chr9:92715911-92716060	chr9:92716061-92716210	chr9:92716211-92716280	chr9:92716281-92716360	chr9:92716361-92716510	chr9:92716511-92716660	chr9:92716661-92716810	chr9:92716811-92716960	chr9:92716961-92717110	chr9:92717111-92717260	chr9:92717261-92717410	chr9:92717411-92717560	chr9:92717561-92717710	chr9:92717711-92717753	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.92d75341-e28f-4aef-b49f-71fb4ab25e3c.fc.signal	1.9262	3.97559	5.54904	5.77419	5.7791	2.28335	2.12799	3.64142	4.21923	3.7716	1.72471	2.56652	4.73775	6.55124	5.23237	3.43554	2.17776	4.43817	4.49926	5.48393	4.98081	3.36726	3.60085	6.83424	8.31526	7.26279	6.34641	4.65379	2.28888	1.61813	4.4202	3.58378	5.12514	6.52421	3.10942	3.51336	3.8744	5.5693	3.7254	1.94072	2.20027	1.7352	2.75267	2.23834	3.10104	7.00717	7.03271	0.789106
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000315.2.fd6af78d-f0a5-47ad-b698-d7548dd4cbd0.fc.signal	3.87686	2.93344	3.19042	0.811409	0.128913	0.321871	1.32962	2.25002	1.7669	1.58542	1.25986	1.3014	3.11978	2.37386	0.51115	0.278317	1.39758	4.31719	5.42926	4.23277	2.8334	4.57597	7.04115	4.00595	4.42088	2.71369	1.46212	2.84731	3.08451	2.65348	3.23805	4.85315	6.18997	2.70202	1.46205	0.589515	1.08126	3.94587	2.39484	2.35577	2.95763	1.86823	1.54747	1.14834	1.70074	2.74903	2.16187	0.448923
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003677.3.5aafa779-b4bd-44a8-aed7-d566d5881bee.fc.signal	1.67416	1.19896	2.01625	2.6825	2.35548	0.988208	1.48418	1.42722	1.144	1.5386	1.34158	1.68201	2.51367	3.24517	2.436	2.21506	1.84698	1.90759	1.68852	1.05846	0.950522	1.30833	1.54127	2.55325	1.77435	1.25744	1.15209	1.29378	1.34471	1.39905	0.716366	0.970908	1.88816	1.64017	0.885513	0.702076	0.682708	0.54989	0.260575	0.780084	1.13863	0.862062	1.05829	1.11859	0.712562	0.794314	0.662015	0.350343
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.f006c884-d6f7-470d-8586-314761e38a9f.fc.signal	4.0455	4.54394	2.8337	2.73145	1.70327	1.80417	2.25666	3.62967	3.66771	2.11855	1.2827	1.98586	2.61954	4.41513	3.3613	3.93755	5.00279	3.97296	3.65554	5.11468	4.52211	3.29333	5.70156	7.69318	6.92503	4.85028	7.119	9.22398	8.26185	4.20072	5.05401	6.21343	6.08854	6.19865	2.73562	4.21675	4.21517	4.0515	3.80728	3.16504	4.5551	3.85493	3.8656	5.01683	7.71122	7.6505	7.61032	0.552788
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.7b3fd507-2fc8-4ffe-b558-9fa2ebdf70a9.fc.signal	1.63743	3.18657	2.71031	1.75628	1.36641	0.642331	0.478272	0.247403	1.72335	3.44624	1.92362	1.55643	2.29738	3.20824	4.60062	4.47761	5.03381	6.18533	8.78831	7.30563	8.51398	12.8784	5.73841	5.84429	4.54994	8.14405	11.0408	10.1728	11.4564	10.1274	9.3817	9.41864	7.41787	4.51972	5.48833	6.84056	3.14823	1.21887	1.39904	2.18133	3.27557	2.40378	4.45012	9.52844	8.67209	9.19387	12.2539	0.595757
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001014.4.ab6bc5c7-ecc1-4ea6-b3f6-c6d3cd30e958.fc.signal	1.36665	1.97583	1.75627	1.27607	1.08701	0.534362	0.895677	1.71831	2.42085	1.48579	0.958882	0.5429	1.39955	1.723	1.52522	1.08891	2.09984	3.28405	4.60757	3.38351	2.13525	2.33549	1.68955	1.95721	2.00112	2.35928	2.33313	4.13563	2.94454	2.48161	1.87375	1.23606	2.05922	2.05003	1.55505	1.1927	0.809891	0.559063	0.585999	0.585904	0.431126	1.18961	1.59138	1.97482	3.03153	4.58005	4.04635	0.242991
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000177.3.fad9bc04-0bdc-4657-b500-fd85f0e8342e.fc.signal	2.39759	3.45642	6.15291	3.48245	2.08274	1.45729	3.4829	1.43199	0.576565	2.2298	1.63527	1.92936	5.47437	8.99774	8.20311	11.7261	10.6236	12.0154	8.65581	9.65918	4.11236	8.12897	13.4307	8.41599	4.94049	11.0236	9.14113	15.6835	11.306	10.2007	11.4899	16.3341	10.3439	15.641	15.949	6.85723	4.96978	5.87278	1.4272	3.46649	5.62093	11.4826	4.93006	4.92857	7.8056	4.89961	5.69795	0.248193
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004602.2.6c8f75ec-1feb-4407-8677-6500a59fcb3e.fc.signal	3.75111	5.37575	7.50488	6.51861	6.11933	3.30432	2.05085	3.69353	2.32308	4.14134	4.3797	3.54738	4.51396	4.52868	3.96384	4.60773	5.40715	6.16287	5.45431	4.91458	7.04549	8.33046	6.653	6.30002	10.3005	5.7923	5.79213	5.62031	2.41221	1.59007	3.6135	7.59525	4.74085	3.64843	1.9745	1.90959	2.49812	3.45896	2.92918	2.10371	2.75822	2.43275	3.70573	2.50512	2.10068	4.35637	7.21386	0.647354
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001903.1.03a5399b-8198-4c5d-9733-643e52230ded.fc.signal	10.4982	7.72141	4.65308	3.95239	2.38052	2.96435	3.95602	5.67553	7.10081	7.41994	4.1512	3.87359	5.40372	6.69612	8.72778	10.756	13.1337	11.87	17.6117	15.2389	12.426	12.3784	10.5459	10.4211	12.2406	13.509	16.2642	18.2411	17.9165	17.7469	15.0587	9.94471	7.71083	10.8655	10.1328	7.71856	7.2538	6.57065	5.17774	3.08172	4.45932	6.43006	7.24408	11.4414	13.5843	16.0202	14.105	0.210461
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000969.7.cad1b677-714d-4048-b83a-e43043dafcdb.fc.signal	6.50386	6.88183	5.08439	3.04884	0.494697	0.159907	1.94017	3.0555	3.60969	3.43133	2.11126	0.51747	2.2542	2.8447	1.40374	2.83602	4.39818	4.8955	7.29255	4.79531	3.27353	4.45771	4.50696	4.5104	4.75047	7.14362	8.21203	8.53732	9.01814	9.28573	7.35825	7.42947	6.15659	7.05234	5.23315	2.72678	1.69549	1.76849	1.59569	1.56327	2.50235	2.59973	3.22978	5.31232	6.72675	5.79445	8.9848	0.0718157
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000024.3.fff54631-85a0-4ebb-9acb-2417715b43d6.fc.signal	3.93982	1.34381	0.528943	1.3269	1.81059	0	1.31835	2.15115	2.02834	2.20539	0.992217	0.914106	1.39625	3.59339	4.96824	5.4774	2.30117	9.00013	14.7104	7.65883	6.66633	3.35934	3.56545	9.18629	4.14855	11.0207	17.4177	14.9248	11.6326	8.70136	8.91088	6.58694	2.65075	5.44652	2.80594	3.20775	3.80851	2.86427	1.14561	3.23817	1.97914	1.86639	2.86451	3.05577	9.23126	9.87114	9.34446	0.373333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001936.1.5334d23f-e014-40d2-bc7a-ac83a243daae.fc.signal	7.23402	5.26713	4.9423	2.9838	2.36594	2.29279	3.34757	5.03773	3.69425	4.192	2.25743	2.16053	4.64939	7.06934	10.3605	10.4404	12.2697	7.39882	10.2968	12.3684	10.1499	10.1184	9.90871	10.5062	12.8709	10.027	11.9986	11.967	15.05	12.7877	10.7273	8.19025	8.41091	9.21124	10.918	7.01055	4.58287	5.03954	2.57476	1.6115	2.72242	4.03079	5.85534	8.45998	9.27563	8.64922	5.5695	0.178202
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000346.2.3f8a75a3-19c8-471e-9638-7f0e6cb5f51c.fc.signal	9.69061	7.4506	3.497	2.80303	1.54054	1.59135	1.62295	1.62321	1.30318	1.7152	1.65146	1.79074	2.94747	6.78666	14.2584	18.3972	14.3532	14.067	16.3934	18.027	14.0956	15.645	18.44	16.297	18.1814	18.7907	17.5866	24.3836	22.9652	13.4816	15.9849	6.76204	10.03	11.5405	11.5829	10.2819	8.5566	6.13867	3.38364	6.32242	7.27724	8.29333	12.6763	12.2785	7.57083	20.3999	20.3809	0.407759
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001904.1.214d1f33-bcb6-4ac8-b4dd-0158df3742ae.fc.signal	11.8318	7.13963	8.35392	6.52531	4.24296	5.08997	6.28894	7.34186	5.1879	5.72408	4.34477	4.9785	7.917	7.1907	6.58419	8.73741	10.1783	9.88388	12.5421	10.7313	11.8821	7.88494	13.0566	13.4424	11.5125	13.7231	14.5485	17.2922	16.8935	13.5211	15.1805	11.8841	5.95017	8.56394	8.10993	5.74139	4.31134	7.68445	5.18289	2.38093	6.00956	6.81165	8.39646	9.36814	9.51239	8.89588	8.14076	0.203765
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001249.1.737eaf7c-fecd-4782-98c7-03d773219a5f.fc.signal	12.1893	10.6955	12.7067	7.93593	2.9417	2.46083	2.15687	2.93885	3.22925	4.41057	5.21178	4.3314	5.77073	8.89589	13.0733	16.422	13.989	9.55317	8.79581	10.4744	12.65	16.2548	17.906	17.7356	15.6583	21.6728	21.2561	19.5168	27.8238	23.1736	19.575	18.0342	20.0203	21.0598	15.257	9.92204	5.17246	2.90142	2.19621	1.35623	2.16368	5.46367	9.28715	9.18091	16.5989	15.4893	17.5723	0.725497
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000265.2.dde8e0b0-f4a8-4081-a6c6-8348a67deacd.fc.signal	8.15548	7.89069	4.4309	4.46177	2.31122	1.62482	2.8058	3.33128	6.42628	7.79301	4.84168	5.54032	9.29713	13.3997	14.0819	14.7014	11.4872	13.5945	20.1314	25.7244	22.8988	19.8951	12.5286	11.6282	16.4179	24.4528	30.5441	32.5412	34.4502	26.7826	25.5388	22.3462	22.1254	21.4217	19.1704	15.4841	8.91011	7.18849	4.42645	1.94077	4.96921	13.0373	18.3568	20.6118	26.0522	38.7095	38.1076	0.479592
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003396.1.caf1b051-51fa-44fc-a0cc-329416432529.fc.signal	0	0.10949	0.844729	1.38461	0	0	0.265544	2.05639	0.895115	0.253714	0.313535	0.551829	0.201346	0	0	0	1.41819	0.616575	1.41272	1.54955	0.550976	0	0	0	0.281002	1.42768	0.176693	0.547337	1.35464	0.348807	0	0.682312	1.84481	1.29874	1.05507	1.44112	1.48369	0.140985	0.487136	0.185757	0.555527	0.806434	0.898468	0.159173	0.673993	0.0973416	0.9338	0.59434
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003824.4.d400eb88-91a8-4354-8aa0-a7fcbf52ae8a.fc.signal	4.30229	2.76433	4.0417	4.95215	4.62019	2.63825	1.94811	2.02016	2.96988	4.95506	4.96531	5.56387	4.71756	4.3029	3.79201	4.39387	3.80054	4.05692	5.31694	7.12014	7.9135	6.94586	5.03718	7.09501	7.40736	6.4864	4.45207	2.53293	2.57382	2.71735	2.78123	3.49041	3.76174	4.25342	2.30145	1.50619	1.81293	3.09519	2.36437	1.39145	3.22533	5.11377	4.76432	4.15091	5.31682	4.70829	2.92722	0.523702
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000244.3.139b0f99-dbed-4fbd-849b-3404a3da6f2d.fc.signal	1.94242	2.53414	2.89584	1.04036	0.0904187	0.140769	0.760423	1.54583	2.25674	2.00718	0.546809	0.305588	1.42697	1.66164	1.74184	2.02276	1.71604	1.69683	1.78658	2.51722	3.33973	3.96053	3.4643	3.25041	3.16424	3.36971	3.61154	3.37163	2.46555	1.88933	1.81622	2.12185	2.64416	2.19505	1.67622	1.23244	1.16704	1.22747	1.0709	0.593623	0.793716	1.24679	1.68842	1.95111	1.64511	1.85974	2.30963	0.524656
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.2da68f5f-3fe3-4c64-8403-feb46554ae0b.fc.signal	2.3521	2.23049	2.53425	0.578212	1.17267	1.32934	1.08569	2.82896	3.35727	3.41759	2.30826	1.55402	2.58788	5.71489	5.59534	6.14142	7.98133	5.09929	6.55179	3.97693	6.46133	6.24661	4.87001	4.13748	5.34609	4.24454	7.44249	9.14666	8.36267	9.67633	7.1752	7.02818	7.56036	5.83525	5.75379	3.2272	2.75936	3.30334	3.08998	1.59226	2.72639	3.05922	5.46252	7.49116	6.75956	6.46381	5.66302	0.606539
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001518.1.2f3a56ee-f43a-4986-9680-2b811deb8a83.fc.signal	9.29243	6.6222	4.74252	1.8904	1.3345	0.528424	0.651133	2.75625	3.83304	2.46741	0.768716	0.911603	2.19186	5.9676	4.50435	4.8956	7.57789	10.1567	12.1895	9.17946	12.1487	8.75141	10.0516	7.07763	8.55287	12.213	16.003	16.2317	23.3935	21.5623	14.5721	16.6566	20.2149	17.1344	15.5484	5.98513	4.17955	5.54141	3.73183	2.19479	5.93995	8.68838	12.0462	13.824	17.5578	19.3139	18.7759	0.543333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.bc7bca89-1cba-4915-bcc7-e8d2a2d115f4.fc.signal	1.76564	1.1642	1.57157	2.08972	1.02403	0.962101	0.752784	0.711337	0.361169	0.729824	1.34313	2.07522	2.33583	3.17853	2.77053	3.14053	1.90542	1.03755	2.13704	1.13469	1.26844	1.72862	1.34658	3.70358	4.16336	1.5709	1.27044	0.899853	0.671748	0.822107	0.939746	1.6683	2.26417	1.28202	1.41651	1.47048	0.303977	0.270363	0.354663	0.64565	0.841796	1.37735	1.35391	2.15109	2.28336	1.93253	2.00673	0.300338
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.ffcc32fa-05fb-403b-ada6-3d600e152e76.fc.signal	2.33622	2.2734	3.63641	3.03849	2.62882	2.21821	2.45183	3.12146	2.17399	1.90995	2.94228	2.69324	2.12344	1.34034	1.80081	2.45631	2.73353	3.23428	1.74799	1.8399	1.82337	2.22036	2.49735	3.44753	3.79646	1.76878	1.51259	1.25523	1.71419	0.750296	1.38075	1.86494	1.58028	1.18425	1.39191	1.58819	2.11879	1.98533	1.41839	0.8583	1.2402	0.981654	0.924366	1.44875	1.61785	2.75578	1.53716	0.166181
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000267.2.0d3b50e0-c08f-4e3e-841d-2f2502d81709.fc.signal	16.3368	11.7796	10.7271	7.92808	6.75423	2.24902	3.26009	2.87498	2.59912	6.09718	2.59353	3.81284	9.3026	12.1031	9.13754	13.226	13.5872	16.4231	19.5375	18.5085	20.5177	25.1718	18.9723	18.0856	16.6554	24.0826	23.613	33.0609	34.7836	17.9467	28.2303	26.4115	27.0132	23.4025	22.1557	17.6837	11.0964	6.28778	4.02366	5.69681	8.35223	7.46236	6.38917	14.3945	14.4565	19.7606	21.5576	0.540663
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000112.3.7e213301-c12d-4787-8a88-0e6403a4c366.fc.signal	4.58005	5.94414	3.72816	5.85193	4.87829	4.58659	5.09925	1.29707	1.85584	1.09634	0.294853	1.65448	7.4407	5.94169	6.92282	7.17581	3.2306	3.88366	7.14679	5.53838	5.96183	8.10229	5.01083	5.0889	4.16849	5.64456	8.0071	4.8379	4.14613	7.72835	4.85663	2.80593	5.83675	6.93317	6.08024	2.95906	3.9922	4.53278	1.23319	2.73704	2.09629	3.70166	3.58683	3.79338	5.56001	9.59634	9.08003	0.264045
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000285.2.513a9a4a-322d-46f4-9d5f-0e63d6f0bf38.fc.signal	5.03741	5.18203	4.32655	3.21062	0.976765	1.10788	2.28661	4.08903	3.54944	2.68908	3.08652	3.76944	6.64797	9.93272	8.64003	10.9248	9.01915	11.4639	14.4065	7.48808	11.5529	14.5735	13.7471	17.2967	16.6274	18.6969	20.3079	28.8614	28.4819	20.3373	19.3585	15.3322	18.1213	16.2073	18.2974	13.1376	6.87829	4.65401	4.51486	2.29242	3.56931	7.77332	11.623	14.7855	23.1983	19.1705	25.6642	0.442251
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000279.2.570864b7-29a3-40ea-baac-7976c9f819cb.fc.signal	3.79052	3.58992	1.24951	0.434913	0.529443	0.316554	0.280679	0.83196	0.666798	0.29458	0.744139	0.926868	3.18354	3.80442	2.21949	9.09568	10.7577	10.9385	12.4195	15.4147	18.0775	12.3077	11.2355	12.2647	10.9957	8.15171	16.9247	16.9895	18.1474	13.9718	12.03	18.5469	12.8846	7.1476	10.0573	8.32721	4.55485	2.5303	2.46253	2.24229	6.92264	9.6807	7.41581	8.35143	14.7927	21.6163	17.2729	0.453947
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.6b4448d0-5f4c-4811-8e37-23e51bce62f5.fc.signal	5.08952	2.9501	2.73967	2.26197	1.67676	1.05141	0.833163	2.46767	1.46688	2.6851	1.24408	0.693595	2.00888	5.00168	4.07614	1.91696	3.44646	3.89081	6.10501	6.46342	4.61731	3.4703	2.95227	3.27336	4.68301	5.00682	4.80458	5.35387	7.00992	6.25561	5.70654	5.43605	5.60546	4.9056	4.10329	3.51704	1.932	1.80596	3.72647	2.28121	1.93279	3.25917	2.43467	3.87832	4.40974	3.92801	4.70662	0.523715
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000304.2.88329847-af12-4957-a19d-c21a8c497ad5.fc.signal	10.3282	7.52297	5.87991	4.28554	1.97818	1.11765	0.2444	1.73052	2.34737	2.35315	1.59132	0.705763	4.01873	9.22001	9.57106	12.2544	9.60099	10.9753	14.9878	16.2743	15.2909	16.6775	15.6631	12.0907	5.60523	4.64797	7.61716	8.27971	8.45934	5.74863	15.4469	13.3867	15.899	12.4221	12.8257	8.67416	4.93145	3.77778	3.11005	5.60715	9.42192	8.85455	6.20232	10.288	20.4955	14.0112	13.1871	0.525561
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000099.3.caea98b3-0220-46f7-b579-baa97f11da22.fc.signal	7.99241	7.12484	5.72373	2.31161	1.09985	1.22014	1.29674	1.34423	3.58404	3.86518	2.20472	2.19736	3.23585	6.16812	8.85471	15.9304	15.2554	13.5692	12.5916	11.4428	12.4526	16.4599	14.6387	15.6452	15.4798	11.7476	15.1979	18.2608	13.9559	13.248	14.7147	9.31986	11.3245	11.0548	2.26185	4.0987	6.5574	5.58984	2.75785	2.0873	5.02601	3.37909	3.72141	10.9385	15.2382	7.74574	6.71472	0.131673
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000283.2.9080e1c9-8ce0-4289-882a-819c1e1b60b1.fc.signal	10.0539	8.82928	8.44474	9.18392	6.15416	4.41673	4.7373	4.35368	3.63245	4.01743	3.51156	3.99287	3.64467	5.7468	10.0269	10.6192	10.7735	11.5016	10.273	12.1043	8.93569	7.17484	9.00033	8.37997	11.0157	14.6305	14.6438	18.1486	19.4608	15.28	18.2765	20.5737	19.891	16.5789	12.2772	8.25883	8.97363	6.97935	5.23392	3.8465	3.02879	3.30097	3.37904	4.604	6.15265	7.91133	10.6384	0.671304
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000027.3.69150add-aea1-4da8-8056-9d84554477f4.fc.signal	12.6956	12.5097	8.06536	7.67974	4.29389	4.84359	4.06349	3.2139	6.91061	8.63972	7.44297	5.06846	5.23134	8.34159	11.4714	12.4263	10.4475	11.3336	12.9554	13.8224	11.6956	11.7447	11.977	15.436	11.7038	14.3353	18.6961	22.4707	26.4598	18.361	6.5684	8.65589	16.0667	15.8703	14.6073	7.67972	3.03704	3.03657	3.14793	2.71305	3.65113	5.82362	4.8233	5.67495	12.2865	13.3435	9.16184	0.550645
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003682.3.aaa0b154-2777-4a76-a919-829c05cb2aa5.fc.signal	1.77827	1.00832	1.3097	1.35934	2.03163	1.12963	1.19812	0.890638	0.85277	1.81621	1.28619	1.4525	2.20916	2.12114	1.65822	0.902662	0.947091	1.18891	0.680424	0.805349	1.29116	1.31969	1.30203	1.79193	1.42264	1.71179	1.03884	0.747838	0.38161	0.287458	0.336278	0.501291	0.936252	1.26109	0.746737	0.665157	0.671891	0.98086	0.560338	0.52172	0.697751	1.01239	1.55176	1.09217	0.953199	0.819031	0.552733	0.214128
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.07cc470f-4616-4484-aadf-0c38eea20b82.fc.signal	7.91265	5.88694	4.18241	1.93983	0.971448	0	0.14455	0.883251	2.05271	3.01599	0.989629	2.83424	3.74922	5.44039	6.25347	10.8894	12.42	11.1758	12.3151	17.2707	14.7131	29.2946	15.9136	11.3406	16.1093	16.2905	20.7773	28.028	34.8943	29.9821	15.7201	17.836	9.9422	12.4287	24.0774	19.3083	7.43408	4.93741	6.2428	5.31103	6.98763	11.5591	16.1619	12.648	15.7732	28.4063	35.9283	0.269653
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003810.1.e1477c7f-dd1a-410b-b9aa-d42121abe54b.fc.signal	6.22663	3.95903	3.03469	3.29603	2.83956	3.53694	4.04385	4.42253	6.45139	7.44353	5.36328	4.28542	6.80574	9.23936	9.43611	10.2054	9.33356	10.363	13.3523	10.1214	9.52657	9.81977	9.84266	8.76756	5.40361	8.50414	12.7569	13.4403	14.5915	12.3844	11.7783	9.89393	9.3205	9.59929	7.19844	4.75504	3.75154	2.78104	2.25711	1.70814	3.38307	5.61691	7.00995	6.85983	7.66077	11.0888	12.7506	0.177994
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001234.5.7911b36d-fd72-410e-af85-0dad0ab68796.fc.signal	2.12253	1.8649	1.7272	1.25349	0.934189	0.106544	0.318984	1.26436	1.42437	3.36244	0.398394	0	1.2218	3.59474	0.742992	1.02354	4.1262	4.28456	4.90381	3.95742	2.85086	1.84719	1.93585	2.2863	2.69679	3.72925	2.91325	4.41513	5.3337	3.13201	2.77038	1.7204	3.55981	2.36925	1.09721	1.00253	0.329535	0.933578	1.25647	0.766903	1.05938	1.54349	1.65699	1.87534	3.07948	4.00136	4.2528	0.392473
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.67529c4a-d5d0-4903-8a4f-92278403d9f7.fc.signal	11.437	6.62248	7.10295	5.95017	5.55242	4.12896	5.0147	5.5854	5.5678	6.11316	3.38577	3.48685	4.81975	7.37599	10.0975	11.0802	12.7369	16.8331	19.9947	17.6888	12.2372	19.113	16.7261	16.6637	17.3177	21.7387	18.6752	20.9632	21.7365	25.4121	23.8606	16.9862	12.8751	13.752	14.0042	8.95386	4.94761	3.19854	3.31562	2.62076	3.97997	6.5177	9.51795	9.51066	9.9327	12.2416	16.2176	0.473427
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000308.2.6898243d-c7e7-4f40-b600-4e7da7fad9c7.fc.signal	11.5103	7.94517	5.32116	2.76806	3.02207	2.91882	1.47917	1.86142	4.89606	5.75543	5.26667	3.55589	3.78346	8.83743	7.6148	8.84789	11.2358	12.4487	16.8472	17.9733	15.5044	20.0368	22.2266	19.6065	14.2496	15.7149	27.7165	24.1564	26.6547	24.3882	16.0731	21.3608	20.9851	19.5731	15.0663	11.5692	10.8575	8.85194	5.57295	3.79431	6.54087	12.0689	7.92789	19.2688	32.7192	32.9134	37.5792	0.44582
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004604.3.ac9c59ba-752b-4ad7-b659-fe5b8abc0ae0.fc.signal	2.54988	4.62495	4.85259	3.65554	4.2223	4.88661	2.65563	5.97598	2.5289	1.72472	3.8325	2.93327	2.84248	1.75941	3.14576	2.01847	2.1622	1.58753	2.08817	2.05868	2.72809	1.75515	1.70069	1.77144	2.75404	2.90996	2.58186	2.3711	1.62339	1.08376	0.483368	1.44127	0.877332	1.87991	1.83781	1.21661	1.05519	1.23019	0.669019	1.25159	1.45562	1.29061	1.77676	1.27955	1.69047	0.300567	0.612383	0.211858
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.5cbd3cd5-dc33-49dc-ae71-41bb3114f33a.fc.signal	3.11383	2.68063	1.99945	1.53534	1.76583	0.894447	1.88555	2.60479	2.28531	1.25897	1.37433	1.71011	1.99824	2.10049	4.56637	3.63092	2.49108	2.97204	3.42305	3.67145	2.54215	2.73772	4.48004	4.73549	3.41927	3.71002	3.01786	4.42555	2.68837	2.60911	3.21514	4.33206	2.42412	1.89736	2.67708	1.44956	1.57844	3.13059	4.10659	2.17397	2.4171	2.34638	2.32569	2.92623	3.53493	3.18787	3.90244	0.534328
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.05a353b1-f31c-4062-a970-e6b8e8cfe9a3.fc.signal	3.4705	1.39599	1.29514	0.908373	0.174487	0.284531	1.21988	2.54659	2.20736	1.46129	0.251859	0.0927133	1.38326	2.64239	2.47112	2.21952	1.4232	1.20658	1.64363	1.83415	2.03947	2.59648	0.900144	0.568894	1.1181	1.79208	1.56047	2.50075	5.26032	6.31935	5.22266	3.67797	3.47105	3.25633	3.60252	2.24995	1.42506	0.87637	1.21311	1.07308	1.00944	1.26429	1.06235	2.04784	3.01746	4.28129	4.12104	0.129371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.248f1915-9924-44db-a3f5-cd90c9f34342.fc.signal	5.91229	5.6123	3.12991	0.743202	0.0598307	0.0476563	1.76456	4.00885	3.08086	1.68158	0.634424	0.435486	1.93907	2.75109	2.31458	1.55026	1.02451	2.04999	2.65959	2.84282	2.88074	2.6547	3.45163	3.90917	3.71401	4.7988	6.16638	7.40817	7.3159	6.78977	4.8088	4.04711	3.02752	2.65346	2.21353	1.89681	1.89492	2.4867	2.59762	2.41562	2.68724	3.0501	4.15109	5.24306	4.34659	4.77803	5.81876	0.149893
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003809.1.4a2441ca-55cf-47d7-babd-5b4be2878b1b.fc.signal	6.68005	5.24102	5.10711	4.32223	4.84096	3.01212	4.58458	4.50437	4.9568	5.91254	4.83349	3.98807	4.93912	8.0365	8.13728	7.94212	9.08241	10.8922	10.1593	8.91502	8.6293	9.349	7.29813	5.67608	7.26608	9.58957	12.8712	12.3781	12.1835	9.50493	10.4653	10.0352	9.41113	5.83598	6.25684	5.53068	4.69119	2.69093	2.42042	2.08039	2.39611	2.08175	3.82198	6.43591	9.70171	15.8303	14.7267	0.211538
